k,p,seed,sample_index,outcome,onset_step,direction,steps_simulated
12,0.5,20260919,7370,certified,8102,"-x,+y",10286
12,0.5,20260919,7371,certified,2473,"+x,-y",4657
12,0.5,20260919,7372,certified,6735,"+x,+y",8919
12,0.5,20260919,7373,certified,34190,"-x,-y",36374
12,0.5,20260919,7374,certified,9780,"+x,-y",11964
12,0.5,20260919,7375,certified,995,"+x,+y",3179
12,0.5,20260919,7376,certified,11087,"-x,-y",13550
12,0.5,20260919,7377,certified,7026,"+x,-y",9210
12,0.5,20260919,7378,certified,19607,"-x,-y",21791
12,0.5,20260919,7379,certified,1006,"+x,-y",3190
12,0.5,20260919,7380,certified,8835,"+x,+y",11019
12,0.5,20260919,7381,certified,1381,"-x,-y",3565
12,0.5,20260919,7382,certified,1880,"-x,-y",4064
12,0.5,20260919,7383,certified,2237,"+x,-y",4421
12,0.5,20260919,7384,certified,2761,"+x,-y",4945
12,0.5,20260919,7385,certified,13206,"-x,+y",15659
12,0.5,20260919,7386,certified,4847,"-x,-y",7031
12,0.5,20260919,7387,certified,4425,"+x,-y",6609
12,0.5,20260919,7388,certified,3543,"-x,-y",5727
12,0.5,20260919,7389,certified,487,"+x,+y",2671
12,0.5,20260919,7390,certified,1728,"-x,-y",3912
12,0.5,20260919,7391,certified,16357,"-x,+y",18585
12,0.5,20260919,7392,certified,328,"-x,+y",2512
12,0.5,20260919,7393,certified,3856,"+x,-y",6101
12,0.5,20260919,7394,certified,2165,"+x,+y",4349
12,0.5,20260919,7395,certified,1709,"-x,+y",3893
12,0.5,20260919,7396,certified,767,"+x,+y",2951
12,0.5,20260919,7397,certified,14891,"-x,-y",17075
12,0.5,20260919,7398,certified,920,"+x,-y",3104
12,0.5,20260919,7399,certified,433,"+x,+y",2617
12,0.5,20260919,7400,certified,2707,"+x,-y",4891
12,0.5,20260919,7401,certified,3648,"-x,+y",5832
12,0.5,20260919,7402,certified,19560,"+x,-y",21744
12,0.5,20260919,7403,certified,1098,"+x,-y",3282
12,0.5,20260919,7404,certified,1376,"-x,-y",3560
12,0.5,20260919,7405,certified,6015,"+x,-y",8199
12,0.5,20260919,7406,certified,14284,"-x,-y",16468
12,0.5,20260919,7407,certified,3301,"-x,+y",5485
12,0.5,20260919,7408,certified,2609,"-x,-y",4793
12,0.5,20260919,7409,certified,1015,"+x,+y",3199
12,0.5,20260919,7410,certified,3254,"-x,+y",5438
12,0.5,20260919,7411,certified,6169,"+x,-y",8353
12,0.5,20260919,7412,certified,2962,"-x,-y",5146
12,0.5,20260919,7413,certified,2796,"+x,-y",5025
12,0.5,20260919,7414,certified,4511,"+x,-y",6695
12,0.5,20260919,7415,certified,599,"+x,+y",2783
12,0.5,20260919,7416,certified,13254,"+x,+y",15438
12,0.5,20260919,7417,certified,8127,"-x,-y",10788
12,0.5,20260919,7418,certified,1503,"+x,+y",3687
12,0.5,20260919,7419,certified,3531,"+x,+y",5715
12,0.5,20260919,7420,certified,1524,"+x,-y",3708
12,0.5,20260919,7421,certified,13092,"-x,+y",15276
12,0.5,20260919,7422,certified,978,"-x,+y",3162
12,0.5,20260919,7423,certified,6141,"-x,-y",8325
12,0.5,20260919,7424,certified,3913,"+x,+y",6097
12,0.5,20260919,7425,certified,1245,"-x,+y",3429
12,0.5,20260919,7426,certified,863,"-x,-y",3047
12,0.5,20260919,7427,certified,11233,"-x,+y",13417
12,0.5,20260919,7428,certified,1420,"+x,+y",3604
12,0.5,20260919,7429,certified,1141,"+x,+y",3325
12,0.5,20260919,7430,certified,9458,"-x,-y",11642
12,0.5,20260919,7431,certified,3129,"-x,+y",5313
12,0.5,20260919,7432,certified,2689,"+x,+y",4873
12,0.5,20260919,7433,certified,9451,"-x,+y",11635
12,0.5,20260919,7434,certified,6693,"+x,-y",8877
12,0.5,20260919,7435,certified,2491,"-x,-y",4675
12,0.5,20260919,7436,certified,8996,"+x,-y",11180
12,0.5,20260919,7437,certified,9975,"-x,+y",12165
12,0.5,20260919,7438,certified,2606,"+x,-y",4790
12,0.5,20260919,7439,certified,2782,"-x,-y",4966
12,0.5,20260919,7440,certified,5393,"-x,-y",7577
12,0.5,20260919,7441,certified,5707,"+x,+y",7891
12,0.5,20260919,7442,certified,6622,"-x,-y",8806
12,0.5,20260919,7443,certified,442,"+x,-y",2626
12,0.5,20260919,7444,certified,804,"+x,+y",2988
12,0.5,20260919,7445,certified,7983,"+x,+y",10167
12,0.5,20260919,7446,certified,4574,"+x,-y",6767
12,0.5,20260919,7447,certified,2388,"-x,+y",4572
12,0.5,20260919,7448,certified,14160,"-x,-y",16344
12,0.5,20260919,7449,certified,1964,"+x,-y",4148
12,0.5,20260919,7450,certified,15981,"+x,-y",18331
12,0.5,20260919,7451,certified,1752,"+x,+y",3936
12,0.5,20260919,7452,certified,18030,"+x,-y",20214
12,0.5,20260919,7453,certified,15029,"-x,+y",17383
12,0.5,20260919,7454,certified,18474,"+x,+y",20658
12,0.5,20260919,7455,certified,1173,"+x,+y",3357
12,0.5,20260919,7456,certified,2095,"+x,+y",4279
12,0.5,20260919,7457,certified,2452,"+x,-y",4636
12,0.5,20260919,7458,certified,779,"+x,+y",2963
12,0.5,20260919,7459,certified,2106,"-x,+y",4290
12,0.5,20260919,7460,certified,27695,"-x,+y",29879
12,0.5,20260919,7461,certified,8751,"-x,-y",11006
12,0.5,20260919,7462,certified,6929,"+x,-y",9113
12,0.5,20260919,7463,certified,3458,"+x,+y",5642
12,0.5,20260919,7464,certified,7735,"+x,-y",9919
12,0.5,20260919,7465,certified,2001,"-x,-y",4185
12,0.5,20260919,7466,certified,11088,"-x,+y",13272
12,0.5,20260919,7467,certified,10976,"-x,+y",13639
12,0.5,20260919,7468,certified,5776,"-x,-y",7960
12,0.5,20260919,7469,certified,15801,"-x,+y",17991
12,0.5,20260919,7470,certified,54490,"+x,+y",56674
12,0.5,20260919,7471,certified,5084,"+x,+y",7268
12,0.5,20260919,7472,certified,2417,"+x,-y",4601
12,0.5,20260919,7473,certified,656,"-x,+y",2840
12,0.5,20260919,7474,certified,9515,"+x,+y",11699
12,0.5,20260919,7475,certified,2415,"+x,+y",4599
12,0.5,20260919,7476,certified,1710,"-x,-y",3894
12,0.5,20260919,7477,certified,11321,"-x,-y",13505
12,0.5,20260919,7478,certified,1618,"+x,-y",3802
12,0.5,20260919,7479,certified,430,"+x,-y",2614
12,0.5,20260919,7480,certified,5073,"+x,-y",7257
12,0.5,20260919,7481,certified,11471,"-x,-y",14454
12,0.5,20260919,7482,certified,3286,"-x,+y",5470
12,0.5,20260919,7483,certified,5250,"-x,+y",7434
12,0.5,20260919,7484,certified,1791,"+x,+y",3975
12,0.5,20260919,7485,certified,8446,"+x,+y",10630
12,0.5,20260919,7486,certified,4437,"-x,+y",6621
12,0.5,20260919,7487,certified,14380,"+x,-y",16564
12,0.5,20260919,7488,certified,10920,"-x,-y",13104
12,0.5,20260919,7489,certified,521,"-x,-y",2705
12,0.5,20260919,7490,certified,6488,"+x,-y",8672
12,0.5,20260919,7491,certified,1139,"-x,+y",3323
12,0.5,20260919,7492,certified,20564,"-x,-y",22748
12,0.5,20260919,7493,certified,1336,"+x,-y",3520
12,0.5,20260919,7494,certified,2307,"-x,+y",4491
12,0.5,20260919,7495,certified,1363,"-x,-y",3547
12,0.5,20260919,7496,certified,19177,"+x,+y",21364
12,0.5,20260919,7497,certified,3252,"-x,+y",5436
12,0.5,20260919,7498,certified,6465,"-x,+y",8725
12,0.5,20260919,7499,certified,9122,"-x,-y",11306
12,0.5,20260919,7500,certified,1822,"+x,-y",4006
12,0.5,20260919,7501,certified,773,"+x,+y",2957
12,0.5,20260919,7502,certified,7844,"+x,+y",10036
12,0.5,20260919,7503,certified,4801,"+x,+y",6985
12,0.5,20260919,7504,certified,1255,"+x,+y",3439
12,0.5,20260919,7505,certified,3932,"-x,-y",6116
12,0.5,20260919,7506,certified,11197,"+x,-y",13381
12,0.5,20260919,7507,certified,6485,"+x,+y",8712
12,0.5,20260919,7508,certified,1278,"+x,+y",3462
12,0.5,20260919,7509,certified,3442,"+x,+y",5626
12,0.5,20260919,7510,certified,718,"-x,+y",2902
12,0.5,20260919,7511,certified,8828,"-x,-y",11012
12,0.5,20260919,7512,certified,1725,"-x,-y",3909
12,0.5,20260919,7513,certified,23203,"-x,-y",25387
12,0.5,20260919,7514,certified,5741,"-x,-y",7925
12,0.5,20260919,7515,certified,775,"-x,-y",2959
12,0.5,20260919,7516,certified,21498,"+x,+y",23952
12,0.5,20260919,7517,certified,19038,"-x,+y",21267
12,0.5,20260919,7518,certified,3484,"-x,+y",5668
12,0.5,20260919,7519,certified,2498,"-x,-y",4682
12,0.5,20260919,7520,certified,2417,"-x,-y",4601
12,0.5,20260919,7521,certified,12870,"-x,+y",15323
12,0.5,20260919,7522,certified,1809,"+x,+y",3993
12,0.5,20260919,7523,certified,1918,"-x,+y",4102
12,0.5,20260919,7524,certified,1774,"+x,-y",3958
12,0.5,20260919,7525,certified,2120,"-x,+y",4304
12,0.5,20260919,7526,certified,838,"-x,-y",3022
12,0.5,20260919,7527,certified,21186,"+x,-y",23847
12,0.5,20260919,7528,certified,9148,"-x,+y",11332
12,0.5,20260919,7529,certified,3795,"-x,-y",5979
12,0.5,20260919,7530,certified,4637,"+x,-y",6821
12,0.5,20260919,7531,certified,3165,"+x,+y",5349
12,0.5,20260919,7532,certified,5905,"-x,+y",8089
12,0.5,20260919,7533,certified,3651,"+x,-y",5835
12,0.5,20260919,7534,certified,4584,"+x,-y",6768
12,0.5,20260919,7535,certified,4571,"+x,+y",6755
12,0.5,20260919,7536,certified,14844,"-x,+y",17028
12,0.5,20260919,7537,certified,1857,"+x,+y",4041
12,0.5,20260919,7538,certified,4730,"+x,+y",6914
12,0.5,20260919,7539,certified,658,"+x,-y",2842
12,0.5,20260919,7540,certified,2311,"-x,-y",4495
12,0.5,20260919,7541,certified,8532,"-x,+y",10716
12,0.5,20260919,7542,certified,4204,"+x,-y",6388
12,0.5,20260919,7543,certified,2087,"-x,+y",4271
12,0.5,20260919,7544,certified,2093,"-x,-y",4277
12,0.5,20260919,7545,certified,814,"+x,-y",2998
12,0.5,20260919,7546,certified,8784,"+x,-y",10968
12,0.5,20260919,7547,certified,5083,"+x,+y",7267
12,0.5,20260919,7548,certified,5745,"+x,+y",7929
12,0.5,20260919,7549,certified,3082,"-x,-y",5266
12,0.5,20260919,7550,certified,684,"-x,+y",2868
12,0.5,20260919,7551,certified,2526,"+x,-y",4710
12,0.5,20260919,7552,certified,8329,"-x,-y",10513
12,0.5,20260919,7553,certified,2816,"-x,+y",5000
12,0.5,20260919,7554,certified,565,"+x,+y",2749
12,0.5,20260919,7555,certified,347,"+x,+y",2531
12,0.5,20260919,7556,certified,615,"+x,-y",2799
12,0.5,20260919,7557,certified,2965,"+x,+y",5149
12,0.5,20260919,7558,certified,1590,"-x,+y",3774
12,0.5,20260919,7559,certified,3727,"+x,-y",5911
12,0.5,20260919,7560,certified,3225,"-x,+y",5409
12,0.5,20260919,7561,certified,4741,"-x,+y",6925
12,0.5,20260919,7562,certified,1131,"-x,+y",3315
12,0.5,20260919,7563,certified,5966,"-x,-y",8150
12,0.5,20260919,7564,certified,3211,"+x,-y",5395
12,0.5,20260919,7565,certified,3112,"+x,-y",5296
12,0.5,20260919,7566,certified,3499,"+x,+y",5683
12,0.5,20260919,7567,certified,1025,"-x,-y",3209
12,0.5,20260919,7568,certified,3392,"-x,-y",5576
12,0.5,20260919,7569,certified,15397,"-x,+y",17584
12,0.5,20260919,7570,certified,1930,"-x,+y",4114
12,0.5,20260919,7571,certified,543,"+x,-y",2727
12,0.5,20260919,7572,certified,1304,"+x,-y",3488
12,0.5,20260919,7573,certified,801,"-x,-y",2985
12,0.5,20260919,7574,certified,2063,"-x,+y",4247
12,0.5,20260919,7575,certified,2951,"+x,+y",5135
12,0.5,20260919,7576,certified,3157,"+x,-y",5341
12,0.5,20260919,7577,certified,24858,"-x,-y",27102
12,0.5,20260919,7578,certified,2576,"+x,-y",4760
12,0.5,20260919,7579,certified,7407,"+x,+y",9591
12,0.5,20260919,7580,certified,18593,"+x,-y",20821
12,0.5,20260919,7581,certified,5000,"+x,+y",7184
12,0.5,20260919,7582,certified,1227,"-x,-y",3411
12,0.5,20260919,7583,certified,9048,"+x,+y",11232
12,0.5,20260919,7584,certified,9121,"-x,-y",11305
12,0.5,20260919,7585,certified,769,"-x,-y",2953
12,0.5,20260919,7586,certified,1150,"+x,+y",3334
12,0.5,20260919,7587,certified,4101,"-x,-y",6285
12,0.5,20260919,7588,certified,1349,"+x,+y",3533
12,0.5,20260919,7589,certified,1391,"+x,+y",3575
12,0.5,20260919,7590,certified,22779,"-x,-y",24963
12,0.5,20260919,7591,certified,2347,"-x,-y",4531
12,0.5,20260919,7592,certified,4447,"+x,+y",6631
12,0.5,20260919,7593,certified,1383,"+x,+y",3567
12,0.5,20260919,7594,certified,3418,"+x,-y",5602
12,0.5,20260919,7595,certified,7665,"+x,-y",9849
12,0.5,20260919,7596,certified,749,"-x,+y",2933
12,0.5,20260919,7597,certified,5209,"+x,-y",7393
12,0.5,20260919,7598,certified,2632,"+x,-y",4816
12,0.5,20260919,7599,certified,1266,"+x,-y",3450
12,0.5,20260919,7600,certified,2222,"-x,+y",4406
12,0.5,20260919,7601,certified,2038,"+x,+y",4222
12,0.5,20260919,7602,certified,478,"+x,-y",2662
12,0.5,20260919,7603,certified,622,"+x,-y",2806
12,0.5,20260919,7604,certified,30575,"+x,+y",32759
12,0.5,20260919,7605,certified,2686,"+x,-y",4870
12,0.5,20260919,7606,certified,9085,"+x,+y",11330
12,0.5,20260919,7607,certified,10276,"+x,-y",12460
12,0.5,20260919,7608,certified,23993,"-x,+y",26177
12,0.5,20260919,7609,certified,2146,"-x,+y",4330
12,0.5,20260919,7610,certified,1435,"+x,+y",3619
12,0.5,20260919,7611,certified,3652,"-x,-y",5836
12,0.5,20260919,7612,certified,6198,"+x,+y",8392
12,0.5,20260919,7613,certified,548,"-x,+y",2732
12,0.5,20260919,7614,certified,18443,"+x,+y",20630
12,0.5,20260919,7615,certified,7038,"-x,+y",9267
12,0.5,20260919,7616,certified,2034,"+x,+y",4218
12,0.5,20260919,7617,certified,9796,"+x,-y",11983
12,0.5,20260919,7618,certified,6096,"+x,+y",8280
12,0.5,20260919,7619,certified,4833,"+x,+y",7017
12,0.5,20260919,7620,certified,2783,"-x,-y",4967
12,0.5,20260919,7621,certified,3954,"-x,-y",6138
12,0.5,20260919,7622,certified,1740,"-x,+y",3924
12,0.5,20260919,7623,certified,4438,"+x,-y",6622
12,0.5,20260919,7624,certified,1070,"-x,-y",3254
12,0.5,20260919,7625,certified,4691,"+x,+y",6875
12,0.5,20260919,7626,certified,892,"+x,+y",3076
12,0.5,20260919,7627,certified,2928,"+x,+y",5112
12,0.5,20260919,7628,certified,1742,"-x,-y",3926
12,0.5,20260919,7629,certified,2214,"+x,+y",4398
12,0.5,20260919,7630,certified,2207,"-x,-y",4391
12,0.5,20260919,7631,certified,278,"+x,-y",2462
12,0.5,20260919,7632,certified,6467,"-x,-y",8651
12,0.5,20260919,7633,certified,9056,"-x,-y",11240
12,0.5,20260919,7634,certified,19069,"+x,-y",21266
12,0.5,20260919,7635,certified,2897,"-x,-y",5081
12,0.5,20260919,7636,certified,1004,"-x,+y",3188
12,0.5,20260919,7637,certified,4282,"+x,+y",6466
12,0.5,20260919,7638,certified,9335,"+x,-y",11519
12,0.5,20260919,7639,certified,1735,"-x,+y",3919
12,0.5,20260919,7640,certified,463,"+x,+y",2647
12,0.5,20260919,7641,certified,3494,"+x,+y",5678
12,0.5,20260919,7642,certified,4308,"-x,+y",6492
12,0.5,20260919,7643,certified,3116,"-x,+y",5300
12,0.5,20260919,7644,certified,3289,"+x,+y",5473
12,0.5,20260919,7645,certified,5702,"-x,-y",7886
12,0.5,20260919,7646,certified,1079,"+x,+y",3263
12,0.5,20260919,7647,certified,1922,"-x,+y",4106
12,0.5,20260919,7648,certified,1136,"-x,+y",3320
12,0.5,20260919,7649,certified,1550,"-x,+y",3734
12,0.5,20260919,7650,certified,14279,"-x,+y",16463
12,0.5,20260919,7651,certified,1168,"-x,+y",3352
12,0.5,20260919,7652,certified,1007,"-x,-y",3191
12,0.5,20260919,7653,certified,455,"+x,-y",2639
12,0.5,20260919,7654,certified,2049,"-x,-y",4233
12,0.5,20260919,7655,certified,2454,"-x,+y",4638
12,0.5,20260919,7656,certified,905,"-x,-y",3089
12,0.5,20260919,7657,certified,1356,"-x,+y",3540
12,0.5,20260919,7658,certified,8009,"-x,+y",10193
12,0.5,20260919,7659,certified,11906,"-x,+y",14671
12,0.5,20260919,7660,certified,915,"-x,+y",3099
12,0.5,20260919,7661,certified,6883,"+x,-y",9067
12,0.5,20260919,7662,certified,6824,"-x,-y",9008
12,0.5,20260919,7663,certified,376,"-x,+y",2560
12,0.5,20260919,7664,certified,2995,"-x,-y",5179
12,0.5,20260919,7665,certified,9880,"+x,+y",12065
12,0.5,20260919,7666,certified,3160,"+x,-y",5344
12,0.5,20260919,7667,certified,2366,"+x,-y",4550
12,0.5,20260919,7668,certified,8233,"-x,-y",10417
12,0.5,20260919,7669,certified,7508,"-x,+y",9692
12,0.5,20260919,7670,certified,1290,"+x,-y",3474
12,0.5,20260919,7671,certified,1008,"-x,+y",3192
12,0.5,20260919,7672,certified,7833,"-x,-y",10017
12,0.5,20260919,7673,certified,12464,"+x,-y",14927
12,0.5,20260919,7674,certified,692,"-x,+y",2876
12,0.5,20260919,7675,certified,10435,"+x,+y",13206
12,0.5,20260919,7676,certified,4939,"-x,-y",7123
12,0.5,20260919,7677,certified,3638,"-x,+y",5822
12,0.5,20260919,7678,certified,12991,"+x,-y",15312
12,0.5,20260919,7679,certified,3400,"-x,+y",5584
12,0.5,20260919,7680,certified,26320,"+x,-y",28773
12,0.5,20260919,7681,certified,412,"-x,+y",2596
12,0.5,20260919,7682,certified,7687,"+x,+y",9871
12,0.5,20260919,7683,certified,8800,"-x,-y",11050
12,0.5,20260919,7684,certified,4676,"+x,-y",6860
12,0.5,20260919,7685,certified,2898,"-x,+y",5082
12,0.5,20260919,7686,certified,584,"-x,+y",2768
12,0.5,20260919,7687,certified,9085,"+x,+y",11269
12,0.5,20260919,7688,certified,2628,"+x,-y",4812
12,0.5,20260919,7689,certified,7480,"+x,+y",9664
12,0.5,20260919,7690,certified,17771,"-x,-y",20026
12,0.5,20260919,7691,certified,925,"-x,-y",3109
12,0.5,20260919,7692,certified,5492,"-x,-y",7676
12,0.5,20260919,7693,certified,351,"+x,+y",2535
12,0.5,20260919,7694,certified,1790,"+x,+y",3974
12,0.5,20260919,7695,certified,2927,"+x,+y",5111
12,0.5,20260919,7696,certified,2310,"-x,+y",4494
12,0.5,20260919,7697,certified,1177,"-x,-y",3361
12,0.5,20260919,7698,certified,7348,"+x,+y",9532
12,0.5,20260919,7699,certified,2772,"+x,-y",4956
12,0.5,20260919,7700,certified,1452,"-x,+y",3636
12,0.5,20260919,7701,certified,4619,"+x,+y",6804
12,0.5,20260919,7702,certified,1027,"+x,+y",3211
12,0.5,20260919,7703,certified,9330,"-x,-y",11514
12,0.5,20260919,7704,certified,859,"+x,+y",3043
12,0.5,20260919,7705,certified,939,"+x,+y",3123
12,0.5,20260919,7706,certified,1722,"-x,+y",3906
12,0.5,20260919,7707,certified,1882,"+x,+y",4066
12,0.5,20260919,7708,certified,4699,"-x,+y",6883
12,0.5,20260919,7709,certified,1924,"+x,-y",4108
12,0.5,20260919,7710,certified,4509,"+x,-y",6693
12,0.5,20260919,7711,certified,2738,"-x,+y",4922
12,0.5,20260919,7712,certified,6167,"+x,+y",8351
12,0.5,20260919,7713,certified,2840,"-x,-y",5024
12,0.5,20260919,7714,certified,11624,"+x,+y",13808
12,0.5,20260919,7715,certified,1393,"-x,+y",3577
12,0.5,20260919,7716,certified,2939,"-x,-y",5123
12,0.5,20260919,7717,certified,1686,"+x,+y",3870
12,0.5,20260919,7718,certified,15610,"-x,-y",17794
12,0.5,20260919,7719,certified,2306,"-x,+y",4490
12,0.5,20260919,7720,certified,404,"-x,+y",2588
12,0.5,20260919,7721,certified,2962,"+x,-y",5146
12,0.5,20260919,7722,certified,10301,"+x,-y",12739
12,0.5,20260919,7723,certified,9576,"-x,-y",11760
12,0.5,20260919,7724,certified,25311,"+x,+y",27554
12,0.5,20260919,7725,certified,2125,"+x,+y",4309
12,0.5,20260919,7726,certified,4782,"-x,+y",6966
12,0.5,20260919,7727,certified,1989,"-x,-y",4173
12,0.5,20260919,7728,certified,17073,"+x,+y",19328
12,0.5,20260919,7729,certified,1239,"+x,+y",3423
12,0.5,20260919,7730,certified,2395,"+x,-y",4579
12,0.5,20260919,7731,certified,7934,"-x,-y",10124
12,0.5,20260919,7732,certified,16374,"-x,+y",18558
12,0.5,20260919,7733,certified,2304,"+x,+y",4488
12,0.5,20260919,7734,certified,1957,"-x,-y",4142
12,0.5,20260919,7735,certified,661,"-x,+y",2845
12,0.5,20260919,7736,certified,3201,"-x,-y",5385
12,0.5,20260919,7737,certified,1763,"+x,-y",3947
12,0.5,20260919,7738,certified,8733,"-x,-y",10917
12,0.5,20260919,7739,certified,719,"+x,+y",2903
12,0.5,20260919,7740,certified,7669,"-x,-y",9853
12,0.5,20260919,7741,certified,6188,"-x,+y",8372
12,0.5,20260919,7742,certified,2745,"+x,-y",4929
12,0.5,20260919,7743,certified,3911,"+x,-y",6095
12,0.5,20260919,7744,certified,1201,"-x,+y",3385
12,0.5,20260919,7745,certified,4856,"-x,-y",7040
12,0.5,20260919,7746,certified,1732,"+x,-y",3916
12,0.5,20260919,7747,certified,2773,"-x,+y",4957
12,0.5,20260919,7748,certified,1423,"-x,+y",3607
12,0.5,20260919,7749,certified,2424,"+x,+y",4608
12,0.5,20260919,7750,certified,1178,"-x,-y",3362
12,0.5,20260919,7751,certified,475,"+x,+y",2659
12,0.5,20260919,7752,certified,1547,"+x,+y",3731
12,0.5,20260919,7753,certified,5171,"+x,+y",7355
12,0.5,20260919,7754,certified,3049,"+x,-y",5233
12,0.5,20260919,7755,certified,4959,"-x,-y",7143
12,0.5,20260919,7756,certified,6064,"-x,-y",8248
12,0.5,20260919,7757,certified,3298,"-x,-y",5482
12,0.5,20260919,7758,certified,9017,"+x,+y",12406
12,0.5,20260919,7759,certified,1669,"-x,-y",3853
12,0.5,20260919,7760,certified,788,"+x,+y",2972
12,0.5,20260919,7761,certified,1923,"+x,+y",4107
12,0.5,20260919,7762,certified,926,"-x,+y",3110
12,0.5,20260919,7763,certified,10041,"+x,+y",12225
12,0.5,20260919,7764,certified,4291,"-x,-y",6475
12,0.5,20260919,7765,certified,2408,"+x,-y",4592
12,0.5,20260919,7766,certified,1705,"-x,-y",3889
12,0.5,20260919,7767,certified,5149,"+x,+y",7333
12,0.5,20260919,7768,certified,4121,"+x,-y",6305
12,0.5,20260919,7769,certified,5293,"+x,+y",7477
12,0.5,20260919,7770,certified,1474,"+x,-y",3658
12,0.5,20260919,7771,certified,2166,"-x,+y",4350
12,0.5,20260919,7772,certified,3708,"+x,-y",5892
12,0.5,20260919,7773,certified,2875,"-x,+y",5059
12,0.5,20260919,7774,certified,24519,"+x,+y",26941
12,0.5,20260919,7775,certified,6992,"-x,+y",9663
12,0.5,20260919,7776,certified,645,"+x,+y",2829
12,0.5,20260919,7777,certified,10603,"-x,-y",12787
12,0.5,20260919,7778,certified,3641,"+x,-y",5825
12,0.5,20260919,7779,certified,4365,"-x,-y",6549
12,0.5,20260919,7780,certified,4899,"-x,+y",7083
12,0.5,20260919,7781,certified,8784,"-x,-y",10968
12,0.5,20260919,7782,certified,3653,"+x,-y",5837
12,0.5,20260919,7783,certified,6592,"-x,+y",8776
12,0.5,20260919,7784,certified,9959,"-x,+y",12199
12,0.5,20260919,7785,certified,37082,"+x,-y",39311
12,0.5,20260919,7786,certified,9183,"+x,-y",11367
12,0.5,20260919,7787,certified,3066,"-x,+y",5250
12,0.5,20260919,7788,certified,2310,"+x,-y",4494
12,0.5,20260919,7789,certified,785,"-x,-y",2969
12,0.5,20260919,7790,certified,4873,"+x,+y",7057
12,0.5,20260919,7791,certified,643,"+x,+y",2827
12,0.5,20260919,7792,certified,339,"+x,+y",2523
12,0.5,20260919,7793,certified,5540,"-x,-y",7724
12,0.5,20260919,7794,certified,6105,"-x,-y",8289
12,0.5,20260919,7795,certified,1676,"-x,-y",3860
12,0.5,20260919,7796,certified,6610,"+x,-y",8794
12,0.5,20260919,7797,certified,1459,"-x,+y",3643
12,0.5,20260919,7798,certified,3260,"+x,+y",5444
12,0.5,20260919,7799,certified,3727,"+x,-y",5911
12,0.5,20260919,7800,certified,464,"+x,+y",2648
12,0.5,20260919,7801,certified,1043,"-x,+y",3227
12,0.5,20260919,7802,certified,1739,"+x,-y",3923
12,0.5,20260919,7803,certified,2211,"+x,+y",4395
12,0.5,20260919,7804,certified,618,"+x,-y",2802
12,0.5,20260919,7805,certified,5387,"+x,+y",7571
12,0.5,20260919,7806,certified,21550,"-x,+y",23734
12,0.5,20260919,7807,certified,3699,"-x,-y",5883
12,0.5,20260919,7808,certified,600,"-x,+y",2784
12,0.5,20260919,7809,certified,18406,"-x,+y",20590
12,0.5,20260919,7810,certified,14297,"+x,-y",16481
12,0.5,20260919,7811,certified,3278,"+x,-y",5462
12,0.5,20260919,7812,certified,2594,"+x,-y",4778
12,0.5,20260919,7813,certified,3570,"-x,+y",5754
12,0.5,20260919,7814,certified,10522,"-x,+y",12706
12,0.5,20260919,7815,certified,2376,"+x,-y",4560
12,0.5,20260919,7816,certified,5040,"-x,+y",7224
12,0.5,20260919,7817,certified,2574,"+x,-y",4758
12,0.5,20260919,7818,certified,993,"-x,-y",3177
12,0.5,20260919,7819,certified,4131,"-x,+y",6315
12,0.5,20260919,7820,certified,957,"-x,-y",3141
12,0.5,20260919,7821,certified,14521,"+x,-y",17556
12,0.5,20260919,7822,certified,6360,"+x,-y",8544
12,0.5,20260919,7823,certified,4341,"+x,+y",6525
12,0.5,20260919,7824,certified,8176,"+x,-y",10367
12,0.5,20260919,7825,certified,4162,"-x,+y",6346
12,0.5,20260919,7826,certified,3830,"-x,+y",6014
12,0.5,20260919,7827,certified,5920,"+x,-y",8104
12,0.5,20260919,7828,certified,5906,"-x,-y",8090
12,0.5,20260919,7829,certified,2323,"+x,+y",4507
12,0.5,20260919,7830,certified,872,"-x,+y",3056
12,0.5,20260919,7831,certified,10399,"-x,-y",12583
12,0.5,20260919,7832,certified,367,"+x,-y",2551
12,0.5,20260919,7833,certified,1150,"+x,-y",3334
12,0.5,20260919,7834,certified,553,"-x,-y",2737
12,0.5,20260919,7835,certified,1026,"+x,-y",3210
12,0.5,20260919,7836,certified,21301,"-x,-y",23764
12,0.5,20260919,7837,certified,1184,"-x,-y",3368
12,0.5,20260919,7838,certified,660,"-x,+y",2844
12,0.5,20260919,7839,certified,25886,"-x,-y",28344
12,0.5,20260919,7840,certified,5037,"+x,+y",7221
12,0.5,20260919,7841,certified,3614,"-x,-y",5798
12,0.5,20260919,7842,certified,7195,"-x,-y",9379
12,0.5,20260919,7843,certified,404,"-x,+y",2588
12,0.5,20260919,7844,certified,302,"+x,-y",2486
12,0.5,20260919,7845,certified,3838,"+x,+y",6022
12,0.5,20260919,7846,certified,1449,"+x,+y",3633
12,0.5,20260919,7847,certified,27154,"-x,-y",29338
12,0.5,20260919,7848,certified,4622,"+x,+y",6806
12,0.5,20260919,7849,certified,8120,"-x,+y",10304
12,0.5,20260919,7850,certified,2760,"-x,-y",4944
12,0.5,20260919,7851,certified,3766,"+x,-y",5950
12,0.5,20260919,7852,certified,12341,"-x,-y",14528
12,0.5,20260919,7853,certified,1404,"-x,+y",3588
